time,x,y,pupil_diameter
2628074,683.8,58.9,1071.0
2628075,684.2,59.2,1064.0
2628076,684.0,59.0,1058.0
2628077,683.6,58.3,1060.0
2628078,683.0,58.8,1065.0
2628079,682.4,59.9,1069.0
2628080,683.0,60.6,1070.0
2628081,685.0,60.1,1069.0
2628082,686.9,59.5,1066.0
2628083,686.9,58.7,1065.0
2628084,685.8,58.3,1065.0
2628085,685.3,58.0,1067.0
2628086,685.8,58.8,1069.0
2628087,686.3,59.3,1069.0
2628088,686.4,58.9,1066.0
2628089,686.6,58.0,1063.0
2628090,686.3,56.7,1061.0
2628091,685.6,56.4,1060.0
2628092,684.8,55.9,1058.0
2628093,684.4,55.9,1056.0
2628094,684.2,55.8,1054.0
2628095,684.1,57.3,1056.0
2628096,684.3,58.9,1059.0
2628097,684.3,61.0,1062.0
2628098,684.3,61.4,1061.0
2628099,684.2,60.8,1060.0
2628100,684.3,59.5,1056.0
2628101,684.6,58.0,1055.0
2628102,685.2,57.6,1058.0
2628103,685.9,57.3,1063.0
2628104,686.4,57.1,1068.0
2628105,685.8,56.8,1068.0
2628106,685.1,56.5,1068.0
2628107,684.5,55.8,1068.0
2628108,684.4,55.4,1067.0
2628109,684.3,54.0,1065.0
2628110,684.3,53.1,1063.0
2628111,684.4,52.6,1063.0
2628112,684.2,53.4,1064.0
2628113,683.9,54.6,1064.0
2628114,684.9,56.0,1064.0
2628115,686.2,57.5,1064.0
2628116,687.1,58.4,1064.0
2628117,686.4,58.7,1064.0
2628118,685.1,58.6,1066.0
2628119,684.2,58.6,1068.0
2628120,684.8,58.6,1071.0
2628121,685.9,58.7,1072.0
2628122,687.4,58.7,1073.0
2628123,687.9,58.8,1074.0
2628124,688.0,59.9,1075.0
2628125,687.5,61.1,1074.0
2628126,686.7,61.8,1073.0
2628127,686.2,61.5,1072.0
2628128,686.0,59.3,1069.0
2628129,686.2,57.5,1065.0
2628130,686.3,56.6,1061.0
2628131,686.0,57.5,1061.0
2628132,685.8,58.1,1060.0
2628133,685.2,57.4,1060.0
2628134,684.8,56.8,1061.0
2628135,684.4,57.5,1062.0
2628136,684.1,58.5,1062.0
2628137,684.4,58.0,1062.0
2628138,684.8,56.3,1062.0
2628139,685.1,56.6,1061.0
2628140,684.8,58.5,1060.0
2628141,684.6,60.6,1059.0
2628142,684.6,60.8,1060.0
2628143,685.1,60.1,1061.0
2628144,685.8,59.2,1063.0
2628145,686.5,60.0,1065.0
2628146,685.4,61.5,1064.0
2628147,684.7,60.7,1063.0
2628148,684.2,58.3,1062.0
2628149,684.4,57.3,1064.0
2628150,683.8,58.7,1064.0
2628151,684.0,60.7,1066.0
2628152,684.7,61.2,1067.0
2628153,685.5,62.5,1068.0
2628154,685.6,63.2,1067.0
2628155,684.6,64.4,1065.0
2628156,683.5,64.8,1061.0
2628157,682.5,63.4,1059.0
2628158,682.8,61.6,1060.0
2628159,683.2,58.7,1061.0
2628160,683.6,57.6,1063.0
2628161,683.8,56.5,1063.0
2628162,683.6,56.4,1065.0
2628163,683.3,57.3,1068.0
2628164,683.4,58.4,1068.0
2628165,683.9,60.4,1068.0
2628166,684.4,61.3,1067.0
2628167,684.8,61.3,1066.0
2628168,685.1,60.8,1067.0
2628169,685.7,60.3,1067.0
2628170,686.0,60.3,1067.0
2628171,685.3,59.9,1067.0
2628172,684.0,59.3,1067.0
2628173,682.7,59.0,1066.0
2628174,682.9,59.0,1066.0
2628175,683.5,59.0,1066.0
2628176,683.7,59.0,1067.0
2628177,683.5,59.0,1068.0
2628178,683.2,58.8,1068.0
2628179,683.5,58.6,1068.0
2628180,683.8,58.6,1068.0
2628181,684.2,58.7,1067.0
2628182,684.4,58.7,1066.0
2628183,683.9,58.6,1065.0
2628184,683.3,58.6,1064.0
2628185,682.5,58.6,1064.0
2628186,682.5,58.4,1064.0
2628187,682.5,58.0,1065.0
2628188,682.6,58.4,1067.0
2628189,683.3,58.9,1067.0
2628190,683.9,59.0,1065.0
2628191,684.6,58.2,1062.0
2628192,684.7,57.4,1058.0
2628193,684.7,57.6,1056.0
2628194,684.8,58.0,1055.0
2628195,684.9,58.4,1055.0
2628196,684.7,58.6,1055.0
2628197,684.5,58.5,1055.0
2628198,684.4,58.4,1054.0
2628199,684.4,58.4,1055.0
2628200,684.3,59.4,1055.0
2628201,684.3,60.5,1056.0
2628202,684.0,61.9,1057.0
2628203,683.8,62.3,1058.0
2628204,683.9,61.3,1058.0
2628205,684.0,60.0,1058.0
2628206,684.1,58.6,1058.0
2628207,683.3,58.3,1060.0
2628208,682.7,57.8,1063.0
2628209,682.1,57.2,1067.0
2628210,681.8,56.8,1067.0
2628211,681.4,56.9,1065.0
2628212,681.1,57.4,1063.0
2628213,681.3,58.2,1063.0
2628214,681.5,58.9,1065.0
2628215,681.6,59.5,1065.0
2628216,681.2,60.1,1063.0
2628217,680.8,61.3,1060.0
2628218,680.7,61.8,1061.0
2628219,681.1,61.5,1062.0
2628220,681.6,60.2,1064.0
2628221,681.7,58.6,1063.0
2628222,681.7,57.3,1063.0
2628223,681.7,55.7,1063.0
2628224,681.7,55.0,1064.0
2628225,682.6,56.2,1065.0
2628226,683.5,57.5,1063.0
2628227,684.2,58.9,1061.0
2628228,684.0,58.4,1060.0
2628229,683.6,58.5,1063.0
2628230,682.9,58.4,1065.0
2628231,682.3,57.5,1066.0
2628232,681.8,56.6,1067.0
2628233,682.0,56.4,1068.0
2628234,682.3,55.8,1069.0
2628235,682.3,55.6,1066.0
2628236,682.2,55.3,1061.0
2628237,682.0,56.4,1057.0
2628238,681.8,57.2,1056.0
2628239,681.9,57.5,1055.0
2628240,681.8,59.3,1055.0
2628241,681.7,61.1,1055.0
2628242,681.8,60.1,1054.0
2628243,682.0,57.3,1054.0
2628244,682.2,54.6,1055.0
2628245,682.4,54.7,1056.0
2628246,682.3,55.5,1056.0
2628247,682.1,56.7,1057.0
2628248,681.6,57.5,1058.0
2628249,681.4,57.8,1058.0
2628250,681.5,57.9,1060.0
2628251,682.3,58.3,1062.0
2628252,683.2,58.4,1064.0
2628253,683.9,57.7,1064.0
2628254,683.6,57.1,1062.0
2628255,682.8,57.1,1061.0
2628256,682.1,57.5,1060.0
2628257,681.3,57.9,1060.0
2628258,681.1,58.7,1060.0
2628259,681.2,59.3,1059.0
2628260,681.4,59.3,1059.0
2628261,681.6,59.1,1058.0
2628262,681.1,58.8,1058.0
2628263,680.6,59.4,1058.0
2628264,680.7,59.8,1058.0
2628265,681.7,60.3,1059.0
2628266,682.5,60.5,1059.0
2628267,682.6,60.3,1061.0
2628268,682.4,58.9,1062.0
2628269,682.3,57.5,1062.0
2628270,682.4,56.3,1060.0
2628271,682.2,56.2,1056.0
2628272,682.1,56.1,1052.0
2628273,681.8,57.2,1049.0
2628274,681.7,59.1,1047.0
2628275,682.2,61.0,1049.0
2628276,682.9,60.9,1050.0
2628277,683.3,59.9,1052.0
2628278,682.9,58.8,1051.0
2628279,682.4,59.7,1050.0
2628280,681.9,60.5,1050.0
2628281,681.7,61.1,1053.0
2628282,681.5,60.3,1057.0
2628283,681.8,59.3,1060.0
2628284,682.0,58.4,1061.0
2628285,682.2,57.8,1060.0
2628286,682.3,57.7,1058.0
2628287,682.4,57.6,1058.0
2628288,682.4,57.7,1056.0
2628289,682.4,57.4,1053.0
2628290,682.4,57.1,1050.0
2628291,682.6,57.6,1050.0
2628292,682.7,58.4,1051.0
2628293,682.7,59.5,1054.0
2628294,681.8,59.7,1055.0
2628295,681.1,59.9,1056.0
2628296,681.2,59.0,1057.0
2628297,682.0,58.1,1058.0
2628298,682.7,57.2,1059.0
2628299,682.6,57.4,1059.0
2628300,682.7,57.8,1058.0
2628301,682.0,58.2,1055.0
2628302,680.8,58.2,1053.0
2628303,679.4,57.9,1051.0
2628304,678.6,57.6,1051.0
2628305,679.2,58.0,1055.0
2628306,680.0,58.3,1059.0
2628307,680.8,58.7,1059.0
2628308,680.4,59.0,1056.0
2628309,680.0,59.2,1052.0
2628310,679.4,60.2,1052.0
2628311,679.1,60.8,1052.0
2628312,680.2,60.8,1053.0
2628313,681.6,59.1,1053.0
2628314,683.0,57.5,1053.0
2628315,682.9,56.4,1053.0
2628316,682.8,56.5,1053.0
2628317,683.7,56.7,1054.0
2628318,685.8,56.9,1054.0
2628319,688.4,57.1,1055.0
2628320,692.5,57.8,1056.0
2628321,695.7,58.5,1056.0
2628322,701.2,59.3,1056.0
2628323,704.4,59.7,1056.0
2628324,708.4,60.0,1055.0
2628325,711.3,60.4,1058.0
2628326,715.8,60.5,1062.0
2628327,720.3,60.5,1062.0
2628328,723.0,60.3,1059.0
2628329,724.1,60.1,1054.0
2628330,724.7,59.7,1053.0
2628331,725.7,59.1,1051.0
2628332,726.6,58.5,1052.0
2628333,727.0,58.5,1053.0
2628334,727.3,58.7,1055.0
2628335,727.6,59.0,1056.0
2628336,727.8,59.0,1058.0
2628337,727.7,58.7,1055.0
2628338,727.6,58.2,1053.0
2628339,727.5,56.6,1051.0
2628340,727.6,55.2,1048.0
2628341,727.7,54.0,1046.0
2628342,727.9,53.7,1046.0
2628343,727.9,53.5,1048.0
2628344,727.8,53.0,1049.0
2628345,727.7,52.5,1048.0
2628346,727.5,53.5,1047.0
2628347,727.3,54.9,1047.0
2628348,727.3,55.9,1045.0
2628349,727.3,55.6,1043.0
2628350,727.3,55.1,1043.0
2628351,727.1,54.9,1045.0
2628352,727.2,55.5,1047.0
2628353,727.3,56.2,1048.0
2628354,727.0,56.8,1049.0
2628355,726.2,56.5,1049.0
2628356,725.5,56.2,1050.0
2628357,725.3,55.9,1050.0
2628358,725.1,55.9,1049.0
2628359,725.8,56.3,1050.0
2628360,727.0,56.8,1049.0
2628361,728.2,57.5,1049.0
2628362,728.3,57.7,1049.0
2628363,728.3,56.4,1050.0
2628364,728.3,54.9,1050.0
2628365,728.5,53.2,1050.0
2628366,728.6,52.7,1049.0
2628367,728.6,52.2,1048.0
2628368,727.4,52.2,1047.0
2628369,726.3,52.7,1047.0
2628370,724.8,53.4,1047.0
2628371,724.4,53.8,1047.0
2628372,724.7,54.1,1047.0
2628373,725.5,53.6,1047.0
2628374,726.2,53.4,1047.0
2628375,726.3,53.1,1045.0
2628376,726.5,53.3,1044.0
2628377,726.8,53.4,1042.0
2628378,727.0,53.4,1040.0
2628379,727.7,54.0,1039.0
2628380,728.3,55.0,1040.0
2628381,728.4,56.2,1041.0
2628382,727.9,57.0,1041.0
2628383,727.4,57.6,1041.0
2628384,727.3,57.9,1040.0
2628385,727.3,57.9,1039.0
2628386,727.3,57.7,1041.0
2628387,727.1,57.4,1043.0
2628388,726.9,58.1,1046.0
2628389,726.7,58.6,1046.0
2628390,726.5,58.5,1045.0
2628391,726.4,58.1,1045.0
2628392,726.3,57.6,1044.0
2628393,726.2,57.5,1044.0
2628394,726.2,57.1,1043.0
2628395,726.1,56.6,1041.0
2628396,726.5,56.5,1040.0
2628397,727.0,56.5,1041.0
2628398,727.4,56.9,1043.0
2628399,727.8,57.3,1045.0
2628400,728.3,56.3,1045.0
2628401,727.6,54.9,1044.0
2628402,726.5,54.4,1043.0
2628403,725.4,55.5,1041.0
2628404,725.5,57.1,1040.0
2628405,725.6,58.1,1039.0
2628406,725.4,59.1,1039.0
2628407,725.6,59.4,1038.0
2628408,726.2,59.2,1037.0
2628409,726.9,59.1,1036.0
2628410,727.0,58.2,1035.0
2628411,726.9,57.2,1034.0
2628412,726.7,57.5,1034.0
2628413,726.7,58.7,1034.0
2628414,726.5,58.3,1037.0
2628415,726.4,56.8,1040.0
2628416,726.4,55.3,1042.0
2628417,726.5,55.2,1045.0
2628418,726.7,55.1,1047.0
2628419,726.0,55.0,1045.0
2628420,725.2,55.1,1042.0
2628421,725.0,55.3,1040.0
2628422,725.5,56.0,1041.0
2628423,725.9,56.7,1042.0
2628424,725.5,56.4,1041.0
2628425,725.2,55.5,1041.0
2628426,725.1,54.5,1041.0
2628427,725.3,54.8,1040.0
2628428,724.8,55.3,1038.0
2628429,724.1,55.7,1036.0
2628430,723.1,56.1,1038.0
2628431,722.8,56.7,1040.0
2628432,722.9,57.5,1041.0
2628433,723.7,58.0,1040.0
2628434,724.6,57.1,1039.0
2628435,725.2,56.0,1040.0
2628436,725.4,55.1,1042.0
2628437,725.5,55.5,1042.0
2628438,725.5,56.5,1042.0
2628439,725.3,57.4,1042.0
2628440,725.0,58.1,1042.0
2628441,725.4,58.1,1041.0
2628442,726.0,58.0,1041.0
2628443,727.1,58.1,1041.0
2628444,727.7,56.7,1040.0
2628445,727.4,55.2,1038.0
2628446,725.2,55.5,1038.0
2628447,722.8,57.2,1039.0
2628448,723.1,59.1,1040.0
2628449,724.8,59.2,1040.0
2628450,726.6,59.2,1040.0
2628451,726.4,59.1,1039.0
2628452,726.2,59.2,1039.0
2628453,726.1,59.4,1039.0
2628454,726.2,57.0,1038.0
2628455,725.8,54.4,1037.0
2628456,725.2,53.9,1036.0
2628457,724.5,56.1,1034.0
2628458,724.5,58.0,1034.0
2628459,724.9,57.7,1038.0
2628460,725.0,57.0,1041.0
2628461,724.7,56.6,1044.0
2628462,724.2,56.2,1045.0
2628463,724.0,56.8,1046.0
2628464,724.1,57.7,1045.0
2628465,723.7,58.5,1041.0
2628466,723.2,57.6,1038.0
2628467,723.5,56.4,1036.0
2628468,724.4,55.2,1037.0
2628469,725.2,54.7,1039.0
2628470,725.2,54.2,1041.0
2628471,725.1,55.7,1042.0
2628472,725.7,57.8,1041.0
2628473,726.4,58.2,1039.0
2628474,726.9,56.7,1037.0
2628475,726.7,55.2,1037.0
2628476,726.5,55.6,1038.0
2628477,726.7,56.4,1038.0
2628478,727.1,57.4,1040.0
2628479,727.5,57.5,1041.0
2628480,726.7,57.3,1042.0
2628481,725.8,57.2,1042.0
2628482,725.4,57.6,1041.0
2628483,726.0,57.7,1039.0
2628484,726.9,57.5,1038.0
2628485,727.1,57.4,1038.0
2628486,727.3,57.6,1038.0
2628487,727.3,57.9,1037.0
2628488,726.8,58.1,1037.0
2628489,725.5,59.0,1038.0
2628490,724.2,59.9,1038.0
2628491,724.9,59.6,1039.0
2628492,726.3,58.3,1039.0
2628493,727.0,56.9,1038.0
2628494,726.1,56.5,1036.0
2628495,725.0,56.1,1034.0
2628496,724.7,55.2,1033.0
2628497,725.0,54.8,1032.0
2628498,725.5,55.3,1033.0
2628499,726.0,56.4,1035.0
2628500,726.0,57.5,1039.0
2628501,726.0,57.8,1041.0
2628502,726.0,57.9,1042.0
2628503,726.0,57.7,1041.0
2628504,726.1,57.3,1040.0
2628505,725.3,56.9,1041.0
2628506,724.5,56.7,1043.0
2628507,725.3,56.8,1043.0
2628508,727.0,57.3,1042.0
2628509,728.6,57.9,1041.0
2628510,727.9,58.4,1041.0
2628511,727.3,57.8,1041.0
2628512,726.7,57.3,1042.0
2628513,726.4,57.0,1040.0
2628514,725.9,57.5,1037.0
2628515,725.3,57.9,1035.0
2628516,724.9,58.4,1040.0
2628517,725.0,58.6,1044.0
2628518,725.4,58.8,1047.0
2628519,725.8,58.6,1046.0
2628520,725.9,58.4,1042.0
2628521,725.8,58.3,1039.0
2628522,725.7,59.0,1037.0
2628523,725.5,59.8,1039.0
2628524,725.2,60.7,1041.0
2628525,725.0,61.1,1042.0
2628526,725.7,61.4,1041.0
2628527,726.6,60.2,1040.0
2628528,727.4,58.5,1037.0
2628529,727.7,56.4,1035.0
2628530,727.7,55.9,1036.0
2628531,726.9,56.2,1038.0
2628532,726.0,57.2,1040.0
2628533,725.6,57.6,1040.0
2628534,725.1,57.3,1041.0
2628535,724.9,57.0,1041.0
2628536,724.6,57.7,1041.0
2628537,725.3,58.4,1040.0
2628538,725.7,59.5,1037.0
2628539,725.8,60.5,1036.0
2628540,725.7,61.4,1034.0
2628541,725.8,59.7,1034.0
2628542,725.9,57.9,1033.0
2628543,726.4,56.3,1033.0
2628544,726.8,56.7,1032.0
2628545,727.1,57.1,1032.0
2628546,726.1,57.3,1034.0
2628547,725.1,57.2,1036.0
2628548,724.0,56.7,1039.0
2628549,724.0,56.3,1040.0
2628550,723.7,55.8,1041.0
2628551,723.5,55.8,1042.0
2628552,724.1,56.3,1042.0
2628553,724.8,56.9,1041.0
2628554,725.4,58.2,1040.0
2628555,725.2,58.9,1038.0
2628556,725.1,58.7,1038.0
2628557,725.2,57.7,1039.0
2628558,726.4,56.7,1039.0
2628559,727.5,56.6,1037.0
2628560,728.6,56.6,1035.0
2628561,728.6,56.0,1033.0
2628562,728.4,55.6,1034.0
2628563,727.9,55.6,1035.0
2628564,727.3,57.1,1035.0
2628565,726.9,58.6,1038.0
2628566,725.7,58.7,1040.0
2628567,724.6,57.7,1041.0
2628568,723.9,56.7,1039.0
2628569,724.3,56.8,1037.0
2628570,724.6,57.3,1037.0
2628571,724.7,57.8,1038.0
2628572,724.8,57.8,1037.0
2628573,725.2,57.6,1036.0
2628574,726.0,57.3,1035.0
2628575,726.8,57.5,1036.0
2628576,726.3,57.5,1036.0
2628577,725.3,57.8,1036.0
2628578,724.2,58.1,1035.0
2628579,724.1,58.5,1035.0
2628580,724.5,58.7,1037.0
2628581,725.1,59.1,1038.0
2628582,725.8,59.5,1039.0
2628583,726.1,59.7,1039.0
2628584,726.7,59.7,1038.0
2628585,727.1,60.1,1039.0
2628586,727.5,60.6,1040.0
2628587,727.6,61.3,1042.0
2628588,727.6,61.6,1043.0
2628589,726.9,61.9,1044.0
2628590,726.2,61.9,1044.0
2628591,725.5,59.9,1043.0
2628592,725.6,58.0,1040.0
2628593,725.7,55.9,1037.0
2628594,725.8,55.8,1036.0
2628595,726.3,56.0,1035.0
2628596,726.7,56.9,1033.0
2628597,726.1,57.9,1033.0
2628598,724.7,58.8,1034.0
2628599,722.9,59.3,1035.0
2628600,722.1,58.4,1037.0
2628601,722.6,57.1,1039.0
2628602,723.5,56.1,1040.0
2628603,724.2,55.8,1041.0
2628604,724.1,55.4,1041.0
2628605,723.5,56.8,1041.0
2628606,723.0,58.3,1039.0
2628607,723.0,59.2,1038.0
2628608,723.5,58.4,1037.0
2628609,724.1,58.2,1039.0
2628610,724.2,58.4,1040.0
2628611,724.1,58.4,1043.0
2628612,724.8,57.1,1044.0
2628613,725.4,55.7,1044.0
2628614,726.4,56.7,1042.0
2628615,726.5,58.1,1039.0
2628616,725.0,59.7,1039.0
2628617,723.5,59.3,1038.0
2628618,722.0,59.7,1039.0
2628619,722.1,60.0,1040.0
2628620,722.1,60.0,1041.0
2628621,721.9,59.6,1042.0
2628622,721.8,59.3,1044.0
2628623,722.0,58.9,1046.0
2628624,722.3,60.0,1044.0
2628625,722.7,60.5,1041.0
2628626,723.6,60.7,1040.0
2628627,724.6,59.8,1041.0
2628628,727.4,59.5,1043.0
2628629,730.9,56.5,1043.0
2628630,737.2,53.7,1043.0
2628631,742.6,51.3,1043.0
2628632,748.4,52.0,1043.0
2628633,753.3,52.6,1043.0
2628634,759.8,53.1,1043.0
2628635,766.4,53.8,1043.0
2628636,773.6,55.0,1043.0
2628637,781.0,55.9,1043.0
2628638,788.3,54.5,1044.0
2628639,794.7,52.5,1044.0
2628640,799.6,50.2,1043.0
2628641,803.4,50.2,1042.0
2628642,806.8,50.4,1044.0
2628643,809.9,50.8,1047.0
2628644,813.9,51.1,1048.0
2628645,817.0,50.1,1047.0
2628646,820.4,48.8,1046.0
2628647,822.7,47.5,1041.0
2628648,825.4,46.9,1036.0
2628649,828.3,46.8,1032.0
2628650,830.7,47.4,1031.0
2628651,832.4,48.3,1031.0
2628652,833.1,49.2,1032.0
2628653,833.5,48.6,1033.0
2628654,833.9,47.6,1033.0
2628655,834.9,46.6,1033.0
2628656,835.3,46.7,1033.0
2628657,835.6,47.1,1034.0
2628658,835.2,47.5,1034.0
2628659,835.1,47.6,1034.0
2628660,834.7,47.6,1036.0
2628661,834.4,47.6,1038.0
2628662,834.6,46.5,1038.0
2628663,835.1,45.2,1036.0
2628664,835.5,43.9,1035.0
2628665,835.4,44.9,1036.0
2628666,835.3,46.1,1036.0
2628667,835.6,47.3,1037.0
2628668,836.4,46.5,1038.0
2628669,837.2,45.7,1038.0
2628670,837.9,45.3,1038.0
2628671,838.2,45.7,1036.0
2628672,837.7,46.2,1036.0
2628673,836.0,46.3,1038.0
2628674,834.3,46.6,1040.0
2628675,833.3,46.9,1043.0
2628676,833.5,47.8,1042.0
2628677,834.0,48.6,1042.0
2628678,834.3,49.8,1041.0
2628679,834.5,50.2,1039.0
2628680,833.9,50.9,1038.0
2628681,833.4,51.1,1038.0
2628682,833.6,51.5,1038.0
2628683,834.1,51.6,1038.0
2628684,834.1,52.0,1038.0
2628685,833.5,52.4,1039.0
2628686,832.9,52.8,1040.0
2628687,833.2,51.1,1042.0
2628688,833.3,49.5,1041.0
2628689,833.5,47.8,1041.0
2628690,834.2,47.8,1041.0
2628691,834.9,47.8,1042.0
2628692,835.7,48.2,1042.0
2628693,835.7,48.5,1042.0
2628694,835.4,48.4,1042.0
2628695,834.9,47.9,1041.0
2628696,834.8,47.6,1041.0
2628697,835.0,50.4,1041.0
2628698,834.2,53.0,1042.0
2628699,833.0,56.4,1042.0
2628700,832.0,57.2,1043.0
2628701,832.4,55.1,1044.0
2628702,833.3,51.9,1044.0
2628703,834.2,48.6,1041.0
2628704,834.6,48.4,1038.0
2628705,834.4,49.0,1036.0
2628706,833.9,49.8,1038.0
2628707,833.2,50.7,1039.0
2628708,832.7,51.1,1040.0
2628709,833.6,51.6,1040.0
2628710,834.7,51.8,1039.0
2628711,835.1,51.7,1039.0
2628712,834.3,51.6,1038.0
2628713,833.4,51.6,1038.0
2628714,833.3,51.7,1038.0
2628715,833.5,51.8,1038.0
2628716,833.7,51.8,1038.0
2628717,833.9,51.0,1038.0
2628718,833.8,50.2,1039.0
2628719,833.8,49.3,1039.0
2628720,833.3,49.1,1039.0
2628721,832.8,49.0,1038.0
2628722,833.4,49.6,1038.0
2628723,834.5,50.2,1037.0
2628724,835.6,51.1,1037.0
2628725,835.4,51.3,1038.0
2628726,835.3,51.5,1037.0
2628727,835.2,51.5,1037.0
2628728,835.3,50.5,1036.0
2628729,835.4,49.5,1035.0
2628730,835.6,48.0,1034.0
2628731,835.9,47.5,1034.0
2628732,836.1,49.0,1033.0
2628733,835.9,51.0,1034.0
2628734,835.5,53.1,1034.0
2628735,834.4,52.8,1034.0
2628736,833.6,52.2,1034.0
2628737,833.0,51.6,1034.0
2628738,833.6,50.8,1033.0
2628739,834.3,49.7,1033.0
2628740,835.2,48.5,1033.0
2628741,835.5,48.1,1033.0
2628742,835.7,48.6,1033.0
2628743,835.8,49.1,1035.0
2628744,835.9,49.5,1037.0
2628745,835.6,50.4,1038.0
2628746,835.1,51.2,1037.0
2628747,834.7,52.0,1034.0
2628748,834.6,52.1,1031.0
2628749,834.1,52.4,1030.0
2628750,833.6,52.6,1033.0
2628751,833.1,52.6,1035.0
2628752,833.0,52.2,1034.0
2628753,833.2,51.9,1034.0
2628754,833.7,51.7,1034.0
2628755,834.4,51.7,1035.0
2628756,834.7,50.4,1034.0
2628757,834.8,49.1,1032.0
2628758,835.1,47.8,1033.0
2628759,835.4,47.8,1034.0
2628760,835.7,46.8,1036.0
2628761,835.7,46.1,1036.0
2628762,834.7,45.6,1036.0
2628763,833.6,47.3,1034.0
2628764,832.2,49.3,1034.0
2628765,831.6,51.6,1036.0
2628766,831.9,52.6,1037.0
2628767,832.7,52.0,1037.0
2628768,833.0,51.0,1037.0
2628769,832.5,49.8,1037.0
2628770,832.0,49.6,1038.0
2628771,831.9,49.5,1037.0
2628772,831.7,50.1,1037.0
2628773,832.0,51.3,1037.0
2628774,832.9,54.2,1038.0
2628775,833.8,56.5,1039.0
2628776,834.2,55.7,1039.0
2628777,834.3,53.4,1040.0
2628778,834.4,51.4,1042.0
2628779,834.3,51.8,1045.0
2628780,834.3,53.5,1046.0
2628781,833.9,54.9,1045.0
2628782,833.6,55.6,1044.0
2628783,833.4,54.5,1044.0
2628784,833.6,53.4,1044.0
2628785,833.9,52.8,1043.0
2628786,834.1,51.6,1043.0
2628787,834.5,50.5,1044.0
2628788,834.9,48.9,1045.0
2628789,835.2,48.4,1045.0
2628790,835.2,48.2,1045.0
2628791,835.2,48.7,1045.0
2628792,835.7,49.3,1043.0
2628793,836.1,49.7,1041.0
2628794,835.8,50.4,1039.0
2628795,834.9,51.3,1039.0
2628796,834.3,51.9,1040.0
2628797,834.6,52.5,1044.0
2628798,835.2,52.7,1047.0
2628799,835.4,52.9,1048.0
2628800,835.4,53.0,1047.0
2628801,835.1,53.1,1047.0
2628802,834.6,53.2,1047.0
2628803,834.1,53.1,1048.0
2628804,833.5,53.0,1044.0
2628805,833.2,52.9,1040.0
2628806,833.4,53.0,1036.0
2628807,833.6,53.0,1036.0
2628808,833.8,53.1,1037.0
2628809,833.7,52.6,1038.0
2628810,833.2,52.2,1039.0
2628811,833.0,51.8,1036.0
2628812,832.7,51.7,1035.0
2628813,832.9,52.1,1035.0
2628814,833.1,53.1,1037.0
2628815,833.3,54.5,1037.0
2628816,833.4,55.3,1037.0
2628817,833.5,55.5,1038.0
2628818,833.4,55.5,1039.0
2628819,833.4,55.3,1040.0
2628820,833.3,55.0,1040.0
2628821,834.2,54.9,1040.0
2628822,835.2,54.7,1039.0
2628823,835.9,54.1,1037.0
2628824,835.5,53.8,1037.0
2628825,835.6,53.9,1039.0
2628826,835.8,54.5,1041.0
2628827,835.6,54.9,1042.0
2628828,834.6,54.4,1042.0
2628829,833.6,53.8,1041.0
2628830,833.3,53.3,1041.0
2628831,833.6,53.5,1041.0
2628832,833.6,54.2,1041.0
2628833,833.3,54.6,1040.0
2628834,832.9,54.7,1039.0
2628835,834.6,54.4,1042.0
2628836,836.4,54.2,1045.0
2628837,837.0,54.0,1046.0
2628838,835.8,52.2,1043.0
2628839,834.5,50.5,1041.0
2628840,834.4,50.7,1040.0
2628841,835.2,52.4,1039.0
2628842,835.7,52.8,1038.0
2628843,836.0,51.4,1039.0
2628844,835.0,51.2,1039.0
2628845,833.9,52.3,1039.0
2628846,833.1,53.4,1038.0
2628847,832.8,54.0,1038.0
2628848,832.8,54.5,1038.0
2628849,832.8,54.7,1039.0
2628850,832.8,54.2,1042.0
2628851,832.8,54.0,1043.0
2628852,833.1,54.4,1046.0
2628853,833.3,54.8,1048.0
2628854,833.5,55.2,1049.0
2628855,833.6,55.1,1048.0
2628856,832.8,53.6,1045.0
2628857,831.9,52.1,1041.0
2628858,831.9,51.9,1039.0
2628859,832.8,54.4,1040.0
2628860,833.7,56.8,1043.0
2628861,833.7,58.3,1044.0
2628862,833.5,58.6,1044.0
2628863,833.4,56.6,1043.0
2628864,833.3,54.2,1041.0
2628865,833.4,52.1,1041.0
2628866,833.4,52.5,1041.0
2628867,833.5,53.9,1042.0
2628868,833.7,55.1,1047.0
2628869,834.2,55.6,1051.0
2628870,835.3,55.2,1054.0
2628871,836.1,54.5,1054.0
2628872,836.3,54.2,1056.0
2628873,835.8,53.3,1057.0
2628874,835.2,53.3,1053.0
2628875,834.6,53.6,1048.0
2628876,834.2,53.7,1043.0
2628877,834.5,53.1,1044.0
2628878,835.3,52.5,1045.0
2628879,836.1,53.0,1046.0
2628880,835.8,53.5,1045.0
2628881,835.3,53.2,1044.0
2628882,833.8,52.4,1043.0
2628883,832.9,51.9,1043.0
2628884,831.8,52.7,1044.0
2628885,831.7,53.5,1045.0
2628886,832.0,54.7,1045.0
2628887,832.4,55.4,1047.0
2628888,832.8,54.0,1047.0
2628889,832.9,51.7,1048.0
2628890,832.8,51.6,1048.0
2628891,832.7,53.7,1049.0
2628892,832.9,54.6,1050.0
2628893,833.3,53.8,1052.0
2628894,833.6,53.0,1054.0
2628895,834.1,53.7,1056.0
