time,x,y,pupil_diameter
2626385,440.1,71.2,983.0
2626386,440.1,72.9,988.0
2626387,440.1,75.2,993.0
2626388,440.2,76.9,997.0
2626389,440.5,75.2,993.0
2626390,441.0,73.0,990.0
2626391,441.5,71.2,989.0
2626392,442.0,71.8,992.0
2626393,442.3,72.4,994.0
2626394,442.3,71.9,995.0
2626395,441.6,71.3,995.0
2626396,440.7,72.1,995.0
2626397,440.1,73.4,995.0
2626398,439.9,75.1,994.0
2626399,439.2,75.3,993.0
2626400,438.6,75.6,993.0
2626401,438.0,75.6,993.0
2626402,439.0,75.5,994.0
2626403,440.1,75.2,991.0
2626404,440.4,76.0,990.0
2626405,439.6,76.9,989.0
2626406,438.9,78.1,995.0
2626407,439.0,77.2,999.0
2626408,439.2,76.5,1001.0
2626409,439.3,75.8,998.0
2626410,439.6,73.6,996.0
2626411,439.9,71.3,994.0
2626412,439.9,70.7,992.0
2626413,439.5,72.4,992.0
2626414,439.2,73.9,992.0
2626415,439.1,73.8,992.0
2626416,439.1,73.3,991.0
2626417,438.3,72.7,990.0
2626418,437.5,72.0,989.0
2626419,437.5,71.5,989.0
2626420,438.2,71.2,989.0
2626421,438.9,71.9,991.0
2626422,439.3,72.8,992.0
2626423,439.5,73.0,992.0
2626424,439.6,72.6,991.0
2626425,439.2,72.2,991.0
2626426,438.7,73.0,990.0
2626427,438.3,73.5,991.0
2626428,438.4,74.7,994.0
2626429,438.9,75.5,996.0
2626430,439.2,74.9,997.0
2626431,439.2,73.4,996.0
2626432,438.8,71.8,994.0
2626433,438.2,71.5,992.0
2626434,437.7,70.8,993.0
2626435,437.4,70.2,996.0
2626436,437.3,69.7,999.0
2626437,437.6,69.8,997.0
2626438,438.1,70.5,995.0
2626439,439.0,72.1,994.0
2626440,439.3,73.6,998.0
2626441,439.5,75.9,1002.0
2626442,439.2,77.0,1006.0
2626443,439.0,77.9,1005.0
2626444,439.2,75.4,1003.0
2626445,439.5,73.1,1001.0
2626446,439.4,71.0,1001.0
2626447,439.1,71.0,1000.0
2626448,439.1,71.6,999.0
2626449,439.2,72.3,998.0
2626450,439.3,73.0,997.0
2626451,439.2,73.3,997.0
2626452,439.3,73.7,997.0
2626453,439.9,73.9,997.0
2626454,440.1,73.7,998.0
2626455,440.0,73.5,997.0
2626456,439.2,74.7,996.0
2626457,438.7,75.8,993.0
2626458,438.5,75.7,990.0
2626459,438.4,75.4,987.0
2626460,438.5,75.1,991.0
2626461,439.1,76.0,997.0
2626462,439.9,75.2,1001.0
2626463,440.5,74.4,1000.0
2626464,440.4,73.5,999.0
2626465,439.8,73.5,999.0
2626466,439.3,74.0,998.0
2626467,439.5,73.7,997.0
2626468,440.1,73.5,996.0
2626469,440.9,72.5,994.0
2626470,440.8,72.3,994.0
2626471,440.5,72.7,1000.0
2626472,440.0,73.7,1007.0
2626473,439.5,74.8,1013.0
2626474,439.7,75.9,1012.0
2626475,440.0,76.4,1008.0
2626476,440.5,75.7,1004.0
2626477,443.7,74.6,1000.0
2626478,447.1,73.9,1000.0
2626479,451.6,74.5,1001.0
2626480,453.0,74.7,1004.0
2626481,458.8,73.6,1006.0
2626482,464.3,72.4,1006.0
2626483,470.7,71.4,1009.0
2626484,475.6,71.6,1012.0
2626485,482.0,69.5,1016.0
2626486,487.4,67.4,1016.0
2626487,492.2,66.0,1014.0
2626488,495.6,67.1,1012.0
2626489,499.3,68.1,1011.0
2626490,500.8,67.6,1011.0
2626491,501.0,67.0,1012.0
2626492,500.9,66.5,1013.0
2626493,501.0,66.9,1014.0
2626494,501.1,67.6,1014.0
2626495,501.1,68.5,1014.0
2626496,501.9,69.3,1014.0
2626497,502.8,69.8,1015.0
2626498,501.9,69.8,1014.0
2626499,500.0,69.6,1012.0
2626500,498.5,69.7,1012.0
2626501,498.9,70.1,1013.0
2626502,499.3,70.5,1015.0
2626503,500.1,68.8,1016.0
2626504,500.7,67.1,1017.0
2626505,501.0,66.7,1017.0
2626506,500.9,68.2,1016.0
2626507,500.8,69.3,1015.0
2626508,499.7,68.5,1012.0
2626509,498.5,67.8,1011.0
2626510,497.1,67.4,1012.0
2626511,497.7,67.8,1014.0
2626512,498.4,68.3,1017.0
2626513,499.0,68.5,1017.0
2626514,499.0,68.3,1017.0
2626515,498.7,67.8,1017.0
2626516,498.3,67.8,1017.0
2626517,497.9,68.2,1020.0
2626518,497.9,68.4,1023.0
2626519,497.9,68.1,1026.0
2626520,497.8,67.9,1025.0
2626521,497.8,68.1,1023.0
2626522,497.7,69.1,1022.0
2626523,497.7,70.0,1020.0
2626524,497.6,70.6,1019.0
2626525,497.5,70.4,1017.0
2626526,497.3,70.3,1014.0
2626527,497.0,69.5,1013.0
2626528,496.7,69.0,1015.0
2626529,496.8,69.0,1018.0
2626530,497.1,69.5,1019.0
2626531,497.4,70.0,1020.0
2626532,497.4,69.9,1021.0
2626533,497.6,69.8,1021.0
2626534,497.8,69.7,1021.0
2626535,498.3,69.6,1021.0
2626536,498.9,69.5,1020.0
2626537,499.3,69.6,1020.0
2626538,499.3,68.8,1021.0
2626539,499.2,68.2,1021.0
2626540,498.8,67.6,1020.0
2626541,498.4,67.9,1018.0
2626542,498.0,67.3,1016.0
2626543,497.8,66.7,1016.0
2626544,497.4,66.5,1017.0
2626545,497.2,67.2,1019.0
2626546,497.3,67.9,1021.0
2626547,497.4,68.9,1022.0
2626548,497.5,69.7,1021.0
2626549,497.6,70.6,1022.0
2626550,497.7,70.8,1024.0
2626551,497.1,71.0,1025.0
2626552,496.3,71.0,1026.0
2626553,495.6,70.9,1029.0
2626554,495.8,69.1,1033.0
2626555,496.6,67.9,1031.0
2626556,497.4,66.7,1026.0
2626557,498.0,67.2,1020.0
2626558,498.1,69.4,1025.0
2626559,498.2,71.5,1030.0
2626560,498.7,69.9,1036.0
2626561,498.9,66.1,1037.0
2626562,498.8,66.0,1035.0
2626563,498.2,69.7,1031.0
2626564,498.0,71.1,1028.0
2626565,498.5,68.7,1028.0
2626566,499.1,67.2,1026.0
2626567,499.4,68.5,1025.0
2626568,499.5,69.8,1024.0
2626569,499.5,70.2,1024.0
2626570,499.6,70.5,1023.0
2626571,499.7,71.0,1023.0
2626572,499.8,71.6,1021.0
2626573,499.7,72.1,1021.0
2626574,498.9,72.2,1018.0
2626575,498.1,72.0,1017.0
2626576,497.3,71.5,1015.0
2626577,497.6,70.1,1015.0
2626578,497.8,69.0,1014.0
2626579,498.3,68.1,1014.0
2626580,498.4,68.6,1015.0
2626581,498.5,70.0,1016.0
2626582,498.4,71.5,1018.0
2626583,498.1,72.5,1017.0
2626584,498.3,72.2,1016.0
2626585,498.4,71.8,1017.0
2626586,498.6,71.4,1022.0
2626587,498.5,71.4,1028.0
2626588,498.6,70.6,1033.0
2626589,498.4,70.2,1031.0
2626590,498.0,70.1,1027.0
2626591,497.0,70.2,1022.0
2626592,496.5,69.9,1022.0
2626593,495.2,69.2,1021.0
2626594,494.4,69.9,1020.0
2626595,494.4,70.5,1020.0
2626596,496.2,71.2,1020.0
2626597,498.2,71.3,1021.0
2626598,499.2,71.5,1023.0
2626599,499.1,71.8,1024.0
2626600,498.2,71.9,1023.0
2626601,497.4,71.7,1021.0
2626602,496.8,71.3,1020.0
2626603,496.9,71.0,1019.0
2626604,497.1,69.9,1020.0
2626605,497.2,68.7,1021.0
2626606,497.0,67.7,1021.0
2626607,496.7,68.0,1025.0
2626608,496.5,67.9,1029.0
2626609,496.5,67.6,1033.0
2626610,496.5,67.2,1032.0
2626611,496.4,67.5,1030.0
2626612,496.4,67.5,1029.0
2626613,497.4,67.1,1029.0
2626614,498.4,66.8,1029.0
2626615,499.4,67.1,1029.0
2626616,499.4,67.7,1028.0
2626617,498.5,68.1,1027.0
2626618,497.7,68.5,1025.0
2626619,496.6,69.1,1025.0
2626620,496.5,69.5,1025.0
2626621,496.7,69.7,1026.0
2626622,497.2,69.6,1027.0
2626623,498.0,69.5,1029.0
2626624,499.0,67.6,1028.0
2626625,499.9,66.3,1026.0
2626626,499.7,65.4,1024.0
2626627,498.8,66.5,1026.0
2626628,498.8,67.1,1029.0
2626629,499.5,66.9,1030.0
2626630,500.1,66.6,1030.0
2626631,499.6,67.6,1030.0
2626632,498.8,68.8,1031.0
2626633,497.9,68.6,1034.0
2626634,497.3,66.8,1037.0
2626635,497.2,64.9,1038.0
2626636,497.2,66.9,1038.0
2626637,497.2,69.2,1039.0
2626638,497.4,71.5,1040.0
2626639,497.9,69.6,1041.0
2626640,498.6,67.6,1040.0
2626641,499.1,66.1,1040.0
2626642,499.2,66.5,1035.0
2626643,498.8,67.1,1031.0
2626644,498.9,67.6,1030.0
2626645,499.3,68.3,1033.0
2626646,499.9,68.7,1035.0
2626647,500.1,68.4,1035.0
2626648,500.1,68.0,1035.0
2626649,500.0,67.6,1034.0
2626650,500.0,67.6,1033.0
2626651,499.9,67.3,1032.0
2626652,500.0,66.7,1032.0
2626653,500.0,66.1,1032.0
2626654,499.9,66.0,1032.0
2626655,499.9,66.3,1035.0
2626656,499.1,66.4,1037.0
2626657,498.4,66.2,1035.0
2626658,498.0,65.9,1032.0
2626659,498.2,66.1,1030.0
2626660,498.0,68.3,1033.0
2626661,497.6,70.5,1036.0
2626662,496.9,70.9,1037.0
2626663,496.6,69.4,1038.0
2626664,496.6,67.8,1040.0
2626665,496.7,67.9,1042.0
2626666,496.9,68.1,1043.0
2626667,496.5,68.3,1044.0
2626668,496.1,68.8,1043.0
2626669,497.0,69.4,1041.0
2626670,498.2,70.0,1039.0
2626671,498.6,70.3,1038.0
2626672,497.9,69.0,1033.0
2626673,497.3,66.6,1031.0
2626674,497.6,64.1,1029.0
2626675,497.7,64.7,1034.0
2626676,497.8,65.9,1037.0
2626677,497.8,67.2,1039.0
2626678,498.1,66.7,1037.0
2626679,497.8,67.4,1035.0
2626680,497.4,68.5,1037.0
2626681,496.8,69.5,1038.0
2626682,496.8,69.9,1038.0
2626683,497.4,69.4,1037.0
2626684,498.1,68.3,1037.0
2626685,499.0,67.1,1037.0
2626686,499.5,65.7,1038.0
2626687,499.8,64.9,1037.0
2626688,499.7,64.2,1035.0
2626689,498.9,66.6,1036.0
2626690,498.1,69.1,1040.0
2626691,497.6,70.3,1044.0
2626692,497.2,68.3,1043.0
2626693,497.1,66.4,1041.0
2626694,498.1,65.1,1039.0
2626695,499.2,64.6,1042.0
2626696,500.2,63.8,1042.0
2626697,499.0,63.0,1042.0
2626698,498.0,62.3,1041.0
2626699,497.4,62.1,1043.0
2626700,497.8,62.6,1044.0
2626701,498.3,63.4,1044.0
2626702,498.6,64.3,1043.0
2626703,498.6,66.1,1041.0
2626704,498.5,67.5,1039.0
2626705,498.5,68.6,1039.0
2626706,498.8,67.7,1038.0
2626707,499.0,66.8,1042.0
2626708,498.6,65.9,1045.0
2626709,498.1,66.2,1048.0
2626710,497.9,66.9,1047.0
2626711,498.0,67.4,1046.0
2626712,498.2,67.6,1046.0
2626713,498.1,67.4,1046.0
2626714,498.4,67.3,1046.0
2626715,498.5,67.1,1046.0
2626716,498.4,66.9,1046.0
2626717,498.2,67.1,1046.0
2626718,497.9,67.4,1045.0
2626719,497.9,67.9,1045.0
2626720,497.8,68.3,1046.0
2626721,497.6,68.7,1047.0
2626722,497.5,68.9,1048.0
2626723,497.5,68.7,1049.0
2626724,497.7,68.6,1050.0
2626725,497.5,68.4,1049.0
2626726,497.2,68.6,1050.0
2626727,497.1,68.9,1050.0
2626728,497.2,69.9,1050.0
2626729,497.3,70.6,1050.0
2626730,497.3,71.4,1049.0
2626731,497.2,71.6,1044.0
2626732,496.9,72.6,1040.0
2626733,496.6,73.4,1037.0
2626734,496.5,74.2,1037.0
2626735,496.7,74.1,1036.0
2626736,495.8,74.4,1035.0
2626737,494.7,74.7,1037.0
2626738,494.3,74.0,1039.0
2626739,495.0,72.9,1041.0
2626740,496.9,71.7,1042.0
2626741,498.3,69.8,1044.0
2626742,499.9,68.0,1045.0
2626743,500.2,66.4,1045.0
2626744,499.7,66.4,1046.0
2626745,498.7,66.7,1046.0
2626746,497.4,67.2,1047.0
2626747,496.8,68.0,1050.0
2626748,496.9,68.9,1052.0
2626749,497.2,69.4,1053.0
2626750,497.6,68.8,1051.0
2626751,497.6,67.9,1050.0
2626752,498.2,66.9,1049.0
2626753,498.6,66.8,1048.0
2626754,498.9,66.5,1044.0
2626755,498.8,66.2,1040.0
2626756,497.3,68.0,1043.0
2626757,496.1,69.5,1049.0
2626758,495.0,71.1,1055.0
2626759,495.0,70.7,1054.0
2626760,494.9,70.1,1053.0
2626761,494.8,69.4,1053.0
2626762,495.7,70.9,1052.0
2626763,496.5,73.5,1052.0
2626764,497.0,76.1,1053.0
2626765,496.6,75.7,1055.0
2626766,496.3,74.9,1057.0
2626767,497.0,74.1,1057.0
2626768,497.5,74.0,1056.0
2626769,497.2,73.6,1053.0
2626770,496.3,73.1,1052.0
2626771,495.5,72.7,1052.0
2626772,495.5,73.1,1054.0
2626773,495.6,73.5,1056.0
2626774,496.0,73.7,1057.0
2626775,496.5,72.9,1059.0
2626776,496.9,72.2,1059.0
2626777,496.6,71.8,1057.0
2626778,496.2,71.8,1055.0
2626779,495.4,71.8,1056.0
2626780,494.7,71.4,1050.0
2626781,494.0,70.9,1045.0
2626782,493.8,70.4,1040.0
2626783,494.1,70.2,1043.0
2626784,494.5,70.8,1045.0
2626785,494.7,71.7,1047.0
2626786,494.6,72.6,1047.0
2626787,494.3,73.2,1047.0
2626788,494.8,73.7,1046.0
2626789,495.9,73.7,1045.0
2626790,497.5,73.9,1044.0
2626791,498.4,74.6,1044.0
2626792,497.3,75.7,1044.0
2626793,495.8,75.2,1045.0
2626794,495.8,74.8,1049.0
2626795,497.4,74.5,1053.0
2626796,498.0,75.4,1056.0
2626797,497.1,75.6,1054.0
2626798,496.2,75.6,1053.0
2626799,496.2,75.4,1052.0
2626800,496.4,75.6,1053.0
2626801,496.6,76.0,1055.0
2626802,496.9,74.8,1056.0
2626803,497.0,72.9,1056.0
2626804,497.4,70.6,1054.0
2626805,497.7,69.7,1052.0
2626806,498.0,69.0,1051.0
2626807,498.0,68.6,1051.0
2626808,497.4,68.6,1052.0
2626809,496.9,67.8,1051.0
2626810,497.8,67.1,1050.0
2626811,499.1,67.4,1049.0
2626812,498.8,68.4,1050.0
2626813,497.0,70.1,1053.0
2626814,495.4,70.8,1055.0
2626815,495.4,71.6,1052.0
2626816,496.4,70.5,1047.0
2626817,497.4,69.4,1043.0
2626818,498.3,68.4,1043.0
2626819,498.5,68.7,1044.0
2626820,498.6,69.1,1045.0
2626821,498.4,69.5,1048.0
2626822,497.9,68.9,1051.0
2626823,497.4,68.1,1053.0
2626824,496.8,68.7,1053.0
2626825,496.1,70.0,1052.0
2626826,495.9,71.4,1050.0
2626827,496.2,71.5,1049.0
2626828,496.8,71.6,1051.0
2626829,496.2,71.7,1054.0
2626830,495.4,71.9,1057.0
2626831,494.8,71.5,1057.0
2626832,495.4,70.9,1057.0
2626833,496.0,70.1,1056.0
2626834,496.2,70.1,1054.0
2626835,496.4,70.1,1053.0
2626836,496.6,70.3,1053.0
2626837,496.6,70.2,1054.0
2626838,496.4,69.5,1054.0
2626839,496.2,68.8,1054.0
2626840,496.4,68.1,1054.0
2626841,496.4,68.3,1055.0
2626842,497.2,68.7,1055.0
2626843,497.9,69.7,1055.0
2626844,498.7,69.8,1053.0
2626845,498.7,68.9,1052.0
2626846,498.7,67.2,1054.0
2626847,498.5,66.8,1056.0
2626848,498.3,67.6,1057.0
2626849,497.8,70.0,1055.0
2626850,497.3,71.9,1052.0
2626851,496.8,73.6,1052.0
2626852,497.7,73.8,1052.0
2626853,498.7,73.5,1053.0
2626854,498.4,72.3,1053.0
2626855,497.1,70.5,1054.0
2626856,495.7,69.1,1051.0
2626857,495.6,68.4,1048.0
2626858,496.0,68.3,1044.0
2626859,496.7,68.3,1043.0
2626860,497.1,68.5,1045.0
2626861,496.7,69.2,1048.0
2626862,496.3,70.5,1050.0
2626863,496.2,71.5,1051.0
2626864,496.3,72.5,1050.0
2626865,497.1,72.9,1050.0
2626866,497.9,73.1,1051.0
2626867,498.4,72.8,1052.0
2626868,497.9,73.2,1053.0
2626869,497.4,73.7,1054.0
2626870,497.3,74.0,1056.0
2626871,497.6,72.8,1058.0
2626872,497.8,71.8,1060.0
2626873,498.0,71.1,1061.0
2626874,497.6,71.1,1061.0
2626875,497.1,71.0,1061.0
2626876,496.6,70.9,1059.0
2626877,496.7,70.9,1057.0
2626878,496.8,70.9,1055.0
2626879,497.2,70.9,1051.0
2626880,497.6,70.7,1047.0
2626881,498.4,70.5,1048.0
2626882,498.9,70.4,1054.0
2626883,498.2,70.4,1060.0
2626884,497.2,70.1,1060.0
2626885,496.5,69.5,1058.0
2626886,496.8,69.0,1056.0
2626887,496.8,68.5,1058.0
2626888,496.6,68.2,1060.0
2626889,496.9,68.0,1062.0
2626890,497.1,70.5,1062.0
2626891,497.4,73.2,1062.0
2626892,497.4,76.0,1062.0
2626893,497.9,76.1,1061.0
2626894,498.4,74.7,1061.0
2626895,499.0,73.2,1061.0
2626896,499.5,71.7,1058.0
2626897,499.8,72.7,1058.0
2626898,499.9,73.6,1059.0
2626899,500.4,73.7,1063.0
2626900,501.0,72.8,1065.0
2626901,500.5,71.8,1065.0
2626902,499.3,71.8,1062.0
2626903,498.0,72.3,1059.0
2626904,497.5,72.7,1056.0
2626905,497.1,72.7,1057.0
2626906,497.1,71.0,1057.0
2626907,497.4,69.4,1058.0
2626908,497.5,68.7,1058.0
2626909,497.5,69.4,1060.0
2626910,497.4,70.2,1062.0
2626911,497.0,70.9,1065.0
2626912,496.6,71.6,1067.0
2626913,496.2,72.3,1064.0
2626914,496.2,72.7,1060.0
2626915,496.2,72.6,1057.0
2626916,496.2,72.6,1057.0
2626917,496.3,72.6,1058.0
2626918,496.5,72.6,1058.0
2626919,496.7,71.5,1058.0
2626920,496.9,70.5,1058.0
2626921,496.8,71.2,1062.0
2626922,496.8,73.0,1066.0
2626923,496.7,74.6,1071.0
2626924,497.0,72.8,1069.0
2626925,497.1,71.0,1066.0
2626926,497.7,69.3,1065.0
2626927,498.0,69.4,1067.0
2626928,498.3,69.2,1069.0
2626929,498.1,69.1,1068.0
2626930,497.9,69.3,1070.0
2626931,497.8,69.3,1071.0
2626932,497.7,69.4,1071.0
2626933,498.4,69.1,1069.0
2626934,499.1,69.3,1066.0
2626935,500.2,69.7,1064.0
2626936,500.6,70.3,1066.0
2626937,500.6,72.7,1069.0
2626938,500.1,74.9,1072.0
2626939,499.4,74.9,1072.0
2626940,499.0,72.9,1073.0
2626941,498.9,70.9,1073.0
2626942,499.1,70.4,1072.0
2626943,498.6,70.0,1070.0
2626944,497.8,70.8,1069.0
2626945,496.4,71.9,1068.0
2626946,495.5,73.7,1062.0
2626947,494.7,74.0,1056.0
2626948,494.6,74.1,1055.0
2626949,494.8,71.5,1059.0
2626950,496.1,69.3,1063.0
2626951,497.1,67.3,1062.0
2626952,497.4,67.2,1059.0
2626953,496.8,66.9,1055.0
2626954,497.8,66.9,1057.0
2626955,499.1,66.5,1061.0
2626956,499.4,66.1,1065.0
2626957,498.2,67.3,1065.0
2626958,497.2,69.0,1065.0
2626959,497.2,71.4,1064.0
2626960,497.8,72.5,1065.0
2626961,498.3,73.5,1066.0
2626962,498.9,74.0,1066.0
2626963,498.4,72.5,1066.0
2626964,497.6,71.2,1066.0
2626965,496.8,70.0,1067.0
2626966,496.3,70.2,1068.0
2626967,495.9,70.1,1069.0
2626968,494.9,70.9,1070.0
2626969,494.3,71.8,1071.0
2626970,494.0,70.3,1071.0
2626971,495.2,67.9,1071.0
2626972,496.6,65.5,1071.0
2626973,497.6,65.7,1069.0
2626974,497.8,66.1,1067.0
2626975,498.1,66.8,1064.0
2626976,498.5,66.4,1063.0
2626977,498.4,65.7,1068.0
2626978,497.8,65.1,1073.0
2626979,497.4,65.5,1072.0
2626980,497.5,66.2,1065.0
2626981,497.6,66.5,1063.0
2626982,497.3,67.3,1068.0
2626983,496.6,68.3,1074.0
2626984,496.2,69.2,1075.0
2626985,495.9,69.7,1076.0
2626986,495.9,69.8,1075.0
2626987,495.9,70.4,1075.0
2626988,495.7,70.9,1075.0
2626989,495.7,69.7,1076.0
2626990,495.9,67.9,1076.0
2626991,496.2,66.6,1076.0
2626992,496.1,67.6,1072.0
2626993,496.0,68.4,1067.0
2626994,496.0,68.6,1065.0
2626995,496.1,68.4,1068.0
2626996,496.4,68.5,1071.0
2626997,496.7,68.7,1069.0
2626998,497.6,69.8,1067.0
2626999,498.1,71.5,1066.0
2627000,499.5,73.2,1064.0
2627001,502.1,71.2,1061.0
2627002,504.7,68.3,1057.0
2627003,508.9,68.3,1058.0
2627004,512.7,71.3,1062.0
2627005,516.5,72.9,1066.0
2627006,520.6,71.8,1068.0
2627007,524.0,70.6,1069.0
2627008,529.6,71.0,1068.0
2627009,532.4,70.6,1067.0
2627010,535.0,70.1,1065.0
2627011,535.4,69.8,1064.0
2627012,535.8,70.0,1063.0
2627013,535.9,71.1,1064.0
2627014,536.2,71.9,1065.0
2627015,536.6,71.3,1066.0
2627016,535.9,69.8,1071.0
2627017,534.8,68.8,1076.0
2627018,533.3,69.2,1076.0
2627019,532.4,69.8,1072.0
2627020,531.7,69.8,1069.0
2627021,531.6,70.4,1071.0
2627022,532.0,71.5,1073.0
2627023,532.7,72.6,1073.0
2627024,533.0,73.0,1073.0
2627025,534.1,72.9,1072.0
2627026,534.9,72.7,1073.0
2627027,534.0,72.7,1072.0
2627028,532.4,72.6,1074.0
2627029,531.1,72.6,1075.0
2627030,531.5,72.6,1075.0
2627031,532.0,72.5,1074.0
2627032,532.1,72.0,1074.0
2627033,531.9,71.5,1074.0
2627034,531.7,71.4,1074.0
2627035,531.9,71.5,1074.0
2627036,532.1,72.5,1073.0
2627037,532.4,73.5,1073.0
2627038,532.5,73.6,1077.0
2627039,532.8,72.9,1082.0
2627040,533.0,72.3,1080.0
2627041,533.2,71.6,1073.0
2627042,533.2,70.6,1070.0
2627043,532.6,70.7,1074.0
2627044,532.0,71.7,1078.0
2627045,531.4,72.4,1080.0
2627046,531.5,71.9,1081.0
2627047,532.2,71.2,1080.0
2627048,532.9,70.6,1078.0
2627049,533.4,70.3,1078.0
2627050,533.2,70.7,1079.0
2627051,533.0,71.7,1079.0
2627052,532.9,72.9,1077.0
2627053,533.0,73.5,1077.0
2627054,533.3,72.2,1078.0
2627055,533.5,70.9,1073.0
2627056,533.4,69.8,1068.0
2627057,533.3,70.4,1063.0
2627058,533.2,71.0,1064.0
2627059,533.2,71.0,1069.0
2627060,533.3,70.8,1073.0
2627061,532.8,70.5,1079.0
2627062,532.3,70.5,1080.0
2627063,531.6,70.2,1077.0
2627064,531.4,69.9,1074.0
2627065,531.1,70.6,1070.0
2627066,531.0,71.6,1070.0
2627067,530.9,72.4,1071.0
2627068,531.0,72.1,1071.0
2627069,532.0,73.1,1072.0
2627070,533.0,74.3,1073.0
2627071,534.3,72.6,1073.0
2627072,534.6,69.7,1071.0
2627073,533.8,67.6,1068.0
2627074,532.7,68.4,1069.0
2627075,531.7,69.4,1072.0
2627076,532.1,69.8,1073.0
2627077,532.5,70.1,1071.0
2627078,532.7,70.3,1068.0
2627079,532.8,70.2,1067.0
2627080,532.7,70.2,1072.0
2627081,532.7,70.1,1077.0
2627082,532.9,70.0,1084.0
2627083,533.0,70.3,1084.0
2627084,532.7,70.6,1077.0
2627085,531.7,71.2,1069.0
2627086,530.8,71.6,1062.0
2627087,530.5,72.8,1064.0
2627088,530.6,74.0,1067.0
2627089,530.8,75.1,1069.0
2627090,531.2,74.1,1070.0
2627091,531.7,72.9,1074.0
2627092,532.1,71.3,1077.0
2627093,532.8,70.4,1078.0
2627094,533.1,69.7,1075.0
2627095,533.3,69.6,1074.0
2627096,533.2,69.5,1074.0
2627097,533.6,69.3,1074.0
2627098,534.1,69.2,1074.0
2627099,534.5,69.5,1073.0
2627100,534.6,69.8,1072.0
2627101,534.8,69.9,1070.0
2627102,535.0,70.0,1068.0
2627103,534.8,69.9,1071.0
2627104,534.1,71.3,1077.0
2627105,533.1,72.7,1085.0
2627106,533.1,74.1,1087.0
2627107,533.5,74.2,1089.0
2627108,532.7,71.3,1088.0
2627109,531.4,68.4,1086.0
2627110,529.9,68.4,1084.0
2627111,530.8,71.1,1081.0
2627112,531.8,73.8,1079.0
2627113,533.0,73.7,1077.0
2627114,533.1,73.2,1077.0
2627115,532.8,72.8,1077.0
2627116,532.6,72.4,1077.0
2627117,532.3,72.5,1076.0
2627118,532.3,72.3,1075.0
2627119,531.9,71.8,1074.0
2627120,531.8,70.6,1076.0
2627121,531.7,70.1,1078.0
2627122,531.9,70.2,1079.0
2627123,531.9,70.9,1081.0
2627124,531.8,71.2,1084.0
2627125,531.0,69.7,1087.0
2627126,530.2,68.3,1087.0
2627127,529.7,67.4,1084.0
2627128,530.5,68.3,1082.0
2627129,531.2,69.2,1081.0
2627130,531.5,70.4,1079.0
2627131,531.4,70.8,1076.0
2627132,531.4,70.9,1075.0
2627133,531.4,70.3,1074.0
2627134,531.7,70.2,1073.0
2627135,532.0,70.4,1072.0
2627136,532.5,71.5,1075.0
2627137,532.6,72.6,1077.0
2627138,532.7,74.2,1081.0
2627139,532.4,74.8,1083.0
2627140,532.0,75.4,1084.0
2627141,531.7,75.4,1083.0
2627142,531.7,75.4,1083.0
2627143,531.8,75.5,1083.0
2627144,531.8,75.0,1082.0
2627145,531.7,74.5,1081.0
2627146,532.3,73.8,1080.0
2627147,533.1,73.3,1079.0
2627148,533.9,72.7,1079.0
2627149,534.1,72.3,1079.0
2627150,534.3,72.4,1079.0
2627151,534.5,72.7,1078.0
2627152,534.5,72.9,1078.0
2627153,534.5,72.8,1078.0
2627154,534.5,72.4,1080.0
2627155,534.5,71.7,1083.0
2627156,533.9,71.2,1083.0
2627157,532.8,69.9,1081.0
2627158,531.6,68.9,1078.0
2627159,531.9,70.2,1080.0
2627160,532.7,72.4,1082.0
2627161,532.3,74.7,1083.0
2627162,531.0,75.0,1083.0
2627163,530.9,75.3,1083.0
2627164,532.1,74.8,1084.0
2627165,533.3,74.1,1082.0
2627166,533.4,73.8,1079.0
2627167,533.6,74.4,1075.0
2627168,533.9,73.7,1073.0
2627169,534.3,72.4,1075.0
2627170,534.5,70.9,1077.0
2627171,533.8,70.6,1080.0
2627172,533.0,71.4,1080.0
2627173,532.2,72.6,1080.0
2627174,532.0,73.9,1080.0
2627175,532.8,74.3,1078.0
2627176,533.5,74.8,1077.0
2627177,534.3,75.3,1076.0
2627178,533.5,76.0,1078.0
2627179,532.8,76.4,1080.0
2627180,532.3,75.9,1081.0
2627181,533.5,75.1,1081.0
2627182,534.6,74.3,1081.0
2627183,535.4,74.3,1081.0
2627184,535.1,74.0,1082.0
2627185,534.6,72.9,1085.0
2627186,534.2,71.9,1088.0
2627187,533.8,71.2,1089.0
2627188,533.5,71.3,1088.0
2627189,533.1,71.5,1085.0
2627190,533.1,71.2,1082.0
2627191,533.2,70.9,1082.0
2627192,533.3,70.4,1084.0
2627193,534.3,70.4,1087.0
2627194,535.1,72.1,1091.0
2627195,536.3,74.0,1092.0
2627196,536.6,74.7,1092.0
2627197,534.9,73.6,1091.0
2627198,532.7,72.4,1091.0
2627199,530.4,72.7,1090.0
2627200,530.4,73.2,1088.0
2627201,530.9,73.6,1087.0
2627202,532.0,73.6,1086.0
2627203,533.4,73.6,1087.0
2627204,534.1,73.6,1088.0
2627205,534.2,73.1,1089.0
2627206,533.5,72.7,1088.0
2627207,533.0,72.5,1087.0
2627208,532.8,73.0,1086.0
2627209,533.4,73.3,1086.0
2627210,534.1,73.4,1088.0
2627211,534.5,73.3,1089.0
